BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_490,662134,2025-02,Student,204010302,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,5326,333.29,169,274.66,42,161.88,104.09,35.58,9.03,99.59,3.0,1.92,0.5,4.42,0.63,66
Bank_491,461429,2025-02,Student,204010303,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",1654,143.85,332,253.57,261,30.1,8.15,93.87,14.06,71.88,2.95,1.28,1.43,2.8,-0.0,32
Bank_492,992345,2025-02,Student,204010304,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,04 - Not available,4578,190.09,455,97.5,157,92.71,178.88,8.01,15.3,34.27,1.77,1.85,0.8,2.82,-0.0,41
Bank_493,541734,2025-02,Student,204010401,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,7271,355.44,356,39.81,280,125.46,50.98,13.94,60.77,13.15,3.79,0.18,0.43,3.54,0.0,53
Bank_494,770157,2025-02,Student,204010402,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,6635,152.94,273,207.02,976,18.63,190.46,22.3,49.68,79.82,3.22,0.82,0.67,3.37,0.0,26
Bank_495,322166,2025-02,Student,204010403,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",6364,493.59,118,177.06,735,122.8,23.76,50.7,53.6,75.91,4.31,1.01,0.69,4.63,0.0,69
Bank_496,998693,2025-02,Student,204010404,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,04 - Not available,6613,481.79,242,264.01,554,148.22,118.73,57.75,50.08,52.53,0.75,1.56,1.39,0.92,-0.0,58
Bank_497,398841,2025-02,Student,204010501,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,5288,229.17,387,194.23,445,13.12,63.06,49.24,83.73,97.15,2.44,1.42,0.17,3.69,-0.3,62
Bank_498,664849,2025-02,Student,204010502,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,3545,455.25,487,241.53,398,145.22,171.38,31.36,59.61,61.37,1.12,1.28,0.36,2.04,-0.0,46
Bank_499,849606,2025-02,Student,204010503,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",4959,215.26,288,281.16,693,95.34,168.57,80.85,62.71,86.05,2.59,1.15,0.98,2.76,0.0,20
Bank_500,785533,2025-02,Student,204010504,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,04 - Not available,1513,317.17,474,239.04,594,47.73,69.66,78.56,35.47,21.51,1.63,1.15,1.28,1.5,0.0,41
Bank_501,805369,2025-02,Student,204020101,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,4085,361.45,235,283.78,848,41.56,100.16,71.55,7.47,50.94,2.52,0.79,0.65,2.66,0.0,49
Bank_502,668964,2025-02,Student,204020102,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,5529,493.32,159,125.39,835,92.53,39.04,52.53,27.55,49.59,4.36,1.28,0.3,5.34,-0.0,39
Bank_503,121471,2025-02,Student,204020103,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",7193,273.62,388,116.37,864,89.89,57.74,56.17,76.19,53.57,1.68,1.55,0.25,2.98,0.0,21
Bank_504,343069,2025-02,Student,204020104,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,1349,277.45,168,100.65,295,17.83,117.21,53.23,10.73,72.96,3.04,0.28,0.69,2.63,-0.98,44
Bank_505,968205,2025-02,Student,204020201,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,7285,179.92,409,276.32,477,36.82,130.49,98.36,86.57,25.08,0.58,1.35,1.27,0.66,-0.0,29
Bank_506,218324,2025-02,Student,204020202,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,8958,277.42,488,116.57,250,42.2,96.19,22.42,46.71,22.67,3.59,1.07,0.89,3.77,0.0,58
Bank_507,556073,2025-02,Student,204020203,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",7860,224.33,218,108.7,575,76.68,100.75,17.82,15.96,32.76,2.05,0.61,1.33,1.33,0.0,61
Bank_508,455630,2025-02,Student,204020204,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,04 - Not available,2045,431.25,235,180.83,620,67.16,151.61,41.18,87.96,8.05,2.7,0.67,0.86,2.51,-0.0,66
Bank_509,930219,2025-02,Student,204020301,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,3574,90.92,116,145.56,402,158.61,151.92,83.96,10.25,10.84,0.87,1.34,1.07,1.14,0.0,52
Bank_510,156124,2025-02,Student,204020302,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,6485,140.26,265,102.55,584,55.7,45.47,48.5,47.96,74.46,3.31,1.32,1.23,3.4,0.0,37
Bank_511,374433,2025-02,Student,204020303,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",9401,190.54,350,181.44,178,42.28,66.63,36.8,33.04,38.08,0.9,0.7,0.6,1.0,-0.61,12
Bank_512,164483,2025-02,Student,204020304,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,04 - Not available,6759,325.33,368,124.9,20,37.31,143.13,72.82,8.6,94.65,2.9,0.67,0.89,2.68,0.0,37
Bank_513,233253,2025-02,Student,204020401,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,7239,261.06,165,271.04,506,84.24,18.37,55.98,83.76,68.43,2.74,1.49,0.78,3.45,0.0,42
Bank_514,104008,2025-02,Student,204020402,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,1934,128.97,161,89.26,673,184.67,61.48,39.55,8.48,82.01,2.24,1.58,0.27,3.55,-0.0,25
Bank_515,366625,2025-02,Student,204020403,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",1104,388.61,307,64.87,315,161.03,158.74,15.23,81.5,56.98,3.17,0.33,0.75,2.75,0.0,43
Bank_516,184278,2025-02,Student,204020404,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,04 - Not available,7511,272.37,115,27.27,561,83.76,148.28,93.49,17.5,53.06,4.85,0.53,0.24,5.14,0.0,30
Bank_517,661599,2025-02,Student,204020501,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,9133,253.64,420,201.86,902,113.95,78.0,89.51,5.53,44.84,4.88,1.41,0.29,6.0,0.0,70
Bank_518,626585,2025-02,Student,204020502,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,8576,110.33,419,131.22,340,18.54,176.16,45.22,55.59,59.52,1.05,0.15,1.2,0.0,0.2,60
Bank_519,499125,2025-02,Student,204020503,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",9537,50.05,235,278.32,485,83.34,192.95,93.91,30.86,42.88,3.04,0.25,0.15,3.14,0.0,15
Bank_520,167018,2025-02,Student,204020504,02 - Managed - Private,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,04 - Not available,2612,468.57,197,163.47,943,190.4,13.81,77.04,8.4,45.05,4.63,1.82,0.31,6.14,-0.0,57
Bank_521,751985,2025-02,Student,204030101,02 - Managed - Private,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,8258,338.21,148,119.45,298,78.69,153.19,95.79,21.28,78.23,3.57,0.96,0.66,3.87,0.0,13
Bank_522,738575,2025-02,Student,204030102,02 - Managed - Private,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,2111,172.98,115,149.35,371,73.97,33.36,26.66,13.63,64.23,1.97,0.84,0.74,2.07,-0.0,66
Bank_523,972769,2025-02,Student,204030103,02 - Managed - Private,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",6312,327.53,454,110.67,283,13.11,177.64,95.67,72.64,76.86,1.11,0.34,1.17,0.28,-0.0,41
Bank_524,322836,2025-02,Student,204030104,02 - Managed - Private,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,04 - Not available,7882,261.15,60,57.58,471,37.28,34.9,18.81,87.05,7.29,2.87,1.69,0.71,3.85,-0.0,64
Bank_525,916295,2025-02,Student,204030201,02 - Managed - Private,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,3359,358.35,440,288.1,343,7.28,59.52,31.2,68.63,51.89,1.92,1.87,0.15,3.64,0.13,43
Bank_526,396440,2025-02,Student,204030202,02 - Managed - Private,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,02 - Graduate / Professional,6526,278.32,122,163.58,923,108.74,61.05,51.57,40.23,6.06,2.66,0.86,1.17,2.35,0.0,38
Bank_527,504467,2025-02,Student,204030203,02 - Managed - Private,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",2217,484.21,324,179.64,749,55.34,31.66,31.46,74.52,75.33,1.24,1.38,0.27,2.35,0.0,64
Bank_528,531913,2025-02,Student,204030204,02 - Managed - Private,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,04 - Not available,7288,351.25,490,215.01,549,144.02,97.97,17.4,86.48,27.47,3.4,0.4,1.34,2.46,0.0,51
Bank_529,255768,2025-02,Student,204030301,02 - Managed - Private,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,9851,445.33,81,234.1,647,163.36,175.84,34.3,11.44,72.78,4.88,1.3,1.25,4.93,0.0,59
Bank_530,154188,2025-02,Student,204030302,02 - Managed - Private,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,02 - Graduate / Professional,6428,383.88,210,179.2,533,15.02,17.48,65.14,19.27,84.86,1.7,1.61,1.28,2.03,-0.0,70
Bank_531,631350,2025-02,Student,204030303,02 - Managed - Private,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",8278,358.97,392,289.75,726,68.32,58.72,8.36,64.18,47.0,2.81,1.6,1.1,3.31,0.0,18
Bank_532,291869,2025-02,Student,204030304,02 - Managed - Private,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,04 - Not available,1820,201.82,338,72.23,578,9.74,89.92,33.95,32.55,10.69,3.72,0.39,0.73,3.38,0.52,27
Bank_533,690442,2025-02,Student,204030401,02 - Managed - Private,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,8800,316.97,155,60.4,773,133.37,177.67,18.0,78.91,55.4,4.2,1.21,0.57,4.84,0.0,41
Bank_534,815243,2025-02,Student,204030402,02 - Managed - Private,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,02 - Graduate / Professional,6039,371.26,344,236.6,130,40.32,66.16,68.16,40.93,99.14,3.88,1.56,1.03,4.41,0.0,54
Bank_535,536995,2025-02,Student,204030403,02 - Managed - Private,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",9350,88.84,392,225.48,83,195.97,93.85,47.15,73.44,56.78,2.49,0.27,0.83,1.93,-0.0,71
Bank_536,494517,2025-02,Student,204030404,02 - Managed - Private,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,04 - Not available,8479,357.37,478,205.67,371,99.89,176.78,43.68,21.94,82.17,4.17,1.79,1.38,4.58,0.0,21
Bank_537,824468,2025-02,Student,204030501,02 - Managed - Private,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,9952,355.39,105,21.45,218,173.55,195.18,12.11,23.99,56.15,3.48,0.45,0.45,3.48,0.0,19
Bank_538,641176,2025-02,Student,204030502,02 - Managed - Private,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,02 - Graduate / Professional,3782,296.48,330,261.23,436,122.08,82.55,12.19,9.59,38.56,4.85,0.68,0.96,4.57,0.0,31
Bank_539,251376,2025-02,Student,204030503,02 - Managed - Private,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",7073,181.04,110,17.5,360,96.01,139.83,68.11,15.36,91.98,3.18,1.54,0.7,4.02,-0.24,65
Bank_540,582395,2025-02,Student,204030504,02 - Managed - Private,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,04 - Not available,8014,461.82,301,68.57,929,167.04,8.0,16.61,86.95,46.64,4.71,1.68,1.1,5.29,0.0,21
Bank_541,835666,2025-02,Student,205010101,02 - Managed - Private,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,7347,441.36,134,262.27,886,82.23,74.54,44.64,34.43,39.64,4.45,0.99,0.56,4.88,-0.0,62
Bank_542,185769,2025-02,Student,205010102,02 - Managed - Private,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,7771,236.09,465,283.68,384,70.92,18.8,76.94,26.5,18.44,4.34,0.23,0.92,3.65,-0.0,69
Bank_543,717293,2025-02,Student,205010103,02 - Managed - Private,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",5701,162.98,375,227.81,213,40.95,70.09,18.04,90.75,60.92,4.27,1.11,0.26,5.12,0.0,36
Bank_544,382404,2025-02,Student,205010104,02 - Managed - Private,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,1410,263.36,393,260.53,424,9.2,113.23,10.44,92.33,17.37,1.04,1.97,1.02,1.99,0.0,35
Bank_545,344244,2025-02,Student,205010201,02 - Managed - Private,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,9766,256.54,78,113.97,841,7.8,30.32,66.53,26.01,54.21,3.67,0.86,0.19,4.34,0.0,43
Bank_546,863980,2025-02,Student,205010202,02 - Managed - Private,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,3758,482.79,297,217.92,951,175.72,5.87,90.05,53.96,70.29,2.35,0.87,1.33,1.89,0.56,72
Bank_547,968954,2025-02,Student,205010203,02 - Managed - Private,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",2789,255.64,52,72.21,541,121.88,164.43,25.37,52.97,58.98,4.4,0.78,0.93,4.25,-0.0,39
Bank_548,314054,2025-02,Student,205010204,02 - Managed - Private,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,04 - Not available,9454,464.07,256,299.55,369,81.73,31.05,88.88,33.59,9.23,1.17,0.69,0.23,1.63,0.0,46
Bank_549,961646,2025-02,Student,205010301,02 - Managed - Private,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,5672,386.77,81,96.16,856,60.86,147.1,87.17,46.43,49.41,1.92,1.12,1.46,1.58,0.0,36
Bank_550,356424,2025-02,Student,205010302,02 - Managed - Private,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,8096,276.11,451,209.83,738,173.92,167.76,63.04,21.43,13.24,3.88,1.23,0.96,4.15,0.0,72
Bank_551,527538,2025-02,Student,205010303,02 - Managed - Private,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",7001,130.48,79,235.34,246,79.65,46.55,35.59,81.13,56.38,3.92,0.45,1.21,3.16,0.0,38
Bank_552,389422,2025-02,Student,205010304,02 - Managed - Private,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,04 - Not available,3399,462.16,355,196.97,352,80.3,103.45,67.06,48.77,14.13,4.66,1.36,1.36,4.66,0.0,38
Bank_553,769312,2025-02,Student,205010401,02 - Managed - Private,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,6249,162.27,314,110.86,238,173.83,178.63,24.03,23.47,77.64,4.42,0.57,0.46,4.53,-0.06,72
Bank_554,548889,2025-02,Student,205010402,02 - Managed - Private,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,8003,144.5,389,76.12,535,29.24,171.85,89.7,96.42,86.18,2.67,0.61,0.13,3.15,0.0,64
Bank_555,737911,2025-02,Student,205010403,02 - Managed - Private,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",9042,250.86,395,22.26,583,80.7,184.24,10.44,38.04,32.35,4.11,0.38,1.46,3.03,-0.0,54
Bank_556,420463,2025-02,Student,205010404,02 - Managed - Private,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,04 - Not available,3577,258.74,71,176.91,609,32.59,125.78,75.62,79.1,21.85,1.06,1.47,1.33,1.2,-0.0,71
Bank_557,313301,2025-02,Student,205010501,02 - Managed - Private,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,7454,246.85,465,103.83,438,116.0,83.19,49.97,14.13,50.17,3.91,1.99,0.46,5.44,0.0,24
Bank_558,665722,2025-02,Student,205010502,02 - Managed - Private,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,2821,326.63,61,63.18,958,182.88,175.66,31.31,18.67,63.06,0.74,1.3,0.6,1.44,0.0,13
Bank_559,824845,2025-02,Student,205010503,02 - Managed - Private,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",6108,176.01,114,56.52,404,94.54,64.63,64.69,64.68,24.83,3.7,1.84,0.7,4.84,0.0,55
Bank_560,462286,2025-02,Student,205010504,02 - Managed - Private,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,04 - Not available,1863,366.02,169,38.31,149,113.88,44.74,72.48,84.33,35.32,4.22,0.43,0.9,3.75,0.97,70
Bank_561,253145,2025-02,Student,205020101,02 - Managed - Private,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,8770,121.21,247,5.84,958,196.83,115.34,6.43,62.39,16.42,1.5,1.5,0.18,2.82,0.0,57
Bank_562,222213,2025-02,Student,205020102,02 - Managed - Private,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,3025,247.0,458,139.88,201,17.49,35.9,66.74,44.9,85.01,4.76,0.81,0.37,5.2,0.0,14
Bank_563,141121,2025-02,Student,205020103,02 - Managed - Private,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",4756,90.89,127,150.46,695,72.88,133.55,36.08,25.69,82.52,0.79,0.22,0.37,0.64,0.0,47
Bank_564,833184,2025-02,Student,205020104,02 - Managed - Private,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,1998,352.86,229,192.13,929,163.37,180.33,67.67,77.57,91.66,4.35,0.16,0.58,3.93,0.0,31
Bank_565,840976,2025-02,Student,205020201,02 - Managed - Private,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,2770,306.21,312,38.26,40,162.43,95.61,40.75,16.03,24.23,2.96,1.58,0.46,4.08,0.0,36
Bank_566,929086,2025-02,Student,205020202,02 - Managed - Private,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,6346,111.61,493,167.63,192,86.25,10.24,97.82,10.98,76.91,1.84,1.43,0.56,2.71,0.0,12
Bank_567,569623,2025-02,Student,205020203,02 - Managed - Private,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",4699,237.71,137,24.36,134,118.89,73.44,89.57,42.11,84.19,0.76,0.24,1.06,-0.06,0.13,63
Bank_568,246927,2025-02,Student,205020204,02 - Managed - Private,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,04 - Not available,8486,297.53,213,135.58,649,142.37,6.14,18.77,61.71,47.68,4.04,1.78,0.23,5.59,0.0,25
Bank_569,334774,2025-02,Student,205020301,02 - Managed - Private,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,3447,485.19,312,265.79,437,178.95,50.41,45.97,44.67,95.35,2.3,1.74,0.97,3.07,-0.0,33
Bank_570,335127,2025-02,Student,205020302,02 - Managed - Private,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,5832,138.06,157,65.44,217,22.71,78.07,68.41,8.04,73.64,2.87,0.93,0.21,3.59,-0.0,63
Bank_571,625089,2025-02,Student,205020303,02 - Managed - Private,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2076,477.15,385,299.24,916,24.59,37.46,88.83,23.07,16.68,4.52,0.87,0.57,4.82,0.0,22
Bank_572,257576,2025-02,Student,205020304,02 - Managed - Private,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,04 - Not available,3915,171.92,116,150.43,41,93.26,85.39,97.93,49.15,90.01,0.52,0.76,0.98,0.3,-0.0,37
Bank_573,199104,2025-02,Student,205020401,02 - Managed - Private,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,2497,438.51,224,216.54,689,65.82,42.29,87.32,11.88,53.22,3.82,1.67,0.2,5.29,0.0,30
Bank_574,817763,2025-02,Student,205020402,02 - Managed - Private,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,2268,244.44,484,272.98,473,140.58,122.85,78.77,52.28,45.07,1.37,1.2,1.34,1.23,-0.12,39
Bank_575,163985,2025-02,Student,205020403,02 - Managed - Private,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",4471,404.75,484,160.24,416,43.42,83.75,27.11,96.31,50.73,2.61,0.85,0.64,2.82,0.0,20
Bank_576,969278,2025-02,Student,205020404,02 - Managed - Private,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,04 - Not available,2514,296.42,404,65.33,663,79.31,24.94,89.77,54.05,16.53,1.69,1.26,0.27,2.68,0.0,30
Bank_577,901372,2025-02,Student,205020501,02 - Managed - Private,05 - Age < 3 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,5474,88.52,215,222.89,902,156.66,66.08,39.42,89.56,93.28,2.7,0.6,0.41,2.89,0.0,56
Bank_578,167095,2025-02,Student,205020502,02 - Managed - Private,05 - Age < 3 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,6032,369.75,147,200.48,748,177.73,107.55,43.09,87.28,76.81,3.44,1.62,1.23,3.83,-0.0,69
Bank_579,113839,2025-02,Student,205020503,02 - Managed - Private,05 - Age < 3 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",8237,96.36,354,216.66,808,29.92,21.75,13.38,45.54,82.85,3.0,0.63,1.36,2.27,0.0,46
Bank_580,717270,2025-02,Student,205020504,02 - Managed - Private,05 - Age < 3 years,XX - >660,05 - 120+ DPD,04 - Not available,1068,217.54,447,198.27,941,77.58,173.74,42.91,62.51,34.99,3.9,0.54,1.35,3.09,0.0,50
Bank_581,924850,2025-02,Student,205030101,02 - Managed - Private,05 - Age < 3 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,1150,332.74,282,210.6,499,199.78,15.36,48.43,43.4,26.78,4.06,1.3,1.44,3.92,0.18,12
Bank_582,447636,2025-02,Student,205030102,02 - Managed - Private,05 - Age < 3 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,8291,353.73,418,233.07,813,196.28,145.44,83.65,19.4,10.69,3.63,0.62,0.85,3.4,0.0,16
Bank_583,770640,2025-02,Student,205030103,02 - Managed - Private,05 - Age < 3 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",7839,151.18,228,60.44,376,70.65,26.05,80.23,46.43,86.04,0.81,0.17,0.48,0.5,-0.0,29
Bank_584,154359,2025-02,Student,205030104,02 - Managed - Private,05 - Age < 3 years,,01 - Current & 1-29 DPD,04 - Not available,2256,190.57,495,61.4,92,139.27,67.94,77.22,58.48,40.7,2.51,0.92,1.08,2.35,0.0,60
Bank_585,635796,2025-02,Student,205030201,02 - Managed - Private,05 - Age < 3 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,6067,75.55,61,152.35,131,60.55,194.11,45.84,67.01,53.21,0.89,0.41,0.89,0.41,-0.0,64
Bank_586,252075,2025-02,Student,205030202,02 - Managed - Private,05 - Age < 3 years,,02 - 30-59 DPD,02 - Graduate / Professional,6388,474.57,337,27.14,148,69.6,66.21,36.89,25.32,17.87,4.18,0.18,0.13,4.23,0.0,64
Bank_587,963309,2025-02,Student,205030203,02 - Managed - Private,05 - Age < 3 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",2893,247.16,386,65.87,974,165.84,20.81,61.83,5.76,13.54,2.24,0.59,0.43,2.4,0.0,65
Bank_588,299133,2025-02,Student,205030204,02 - Managed - Private,05 - Age < 3 years,,02 - 30-59 DPD,04 - Not available,8570,333.64,83,240.54,307,9.77,194.81,79.01,87.38,80.55,2.47,1.15,1.09,2.53,-0.98,59
Bank_589,192610,2025-02,Student,205030301,02 - Managed - Private,05 - Age < 3 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,1654,247.66,362,233.16,194,165.13,22.61,72.34,32.87,49.07,0.88,1.17,1.14,0.91,0.0,49
Bank_590,357186,2025-02,Student,205030302,02 - Managed - Private,05 - Age < 3 years,,03 - 60-89 DPD,02 - Graduate / Professional,7632,380.27,303,153.04,432,180.45,14.03,67.53,30.9,91.03,1.15,0.88,1.07,0.96,0.0,53
Bank_591,574075,2025-02,Student,205030303,02 - Managed - Private,05 - Age < 3 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",7510,144.91,443,143.56,716,174.42,67.21,78.26,16.79,27.01,0.93,0.94,1.46,0.41,-0.0,39
